0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
3116.53271484375,3368.48388671875,2973.332763671875,2273.073486328125,2094.906982421875,1618.8970947265625,1837.9241943359375,1148.8875732421875,1105.3291015625,1100.240966796875,1003.4248657226562,624.7144165039062,503.7266845703125,882.7491455078125,840.6908569335938,873.348388671875,1176.3551025390625,1660.30517578125,2125.62060546875,2723.263671875,2267.528076171875,2624.788330078125,2894.6318359375,2644.99658203125,3170.455078125,3282.60546875,2874.98193359375,3367.808837890625,3422.0146484375,3606.374267578125
2004.1068115234375,2732.30419921875,2821.537109375,2567.65869140625,2415.605224609375,2209.210205078125,1878.88525390625,1553.2862548828125,1454.1357421875,1032.1268310546875,998.0054931640625,627.1168212890625,598.3072509765625,844.5499267578125,668.166748046875,474.7076416015625,1048.5308837890625,1051.759521484375,1396.4468994140625,1321.7056884765625,1837.6549072265625,2477.14599609375,2868.220458984375,2694.406005859375,2703.24267578125,2904.07373046875,2951.145263671875,3050.468994140625,3002.94921875,3908.56689453125
974.7598266601562,1775.0087890625,1965.755615234375,2554.3525390625,2486.251220703125,2643.099365234375,3400.44189453125,2092.808837890625,1886.09326171875,1513.762939453125,1103.6168212890625,542.1586303710938,639.2438354492188,805.5204467773438,552.7628173828125,445.1861877441406,549.9108276367188,1070.490234375,918.5829467773438,1271.8319091796875,2033.10400390625,1601.4844970703125,2668.243896484375,2463.412353515625,2558.91650390625,2908.28564453125,2944.968505859375,2717.12939453125,3203.438232421875,3787.751953125
1725.4443359375,858.4852294921875,1680.789794921875,1598.1641845703125,2364.545166015625,2605.4228515625,2711.707275390625,2667.33447265625,2426.1728515625,2180.178466796875,1900.1058349609375,1126.1800537109375,879.47802734375,510.332763671875,765.0439453125,316.96929931640625,800.5305786132812,664.569580078125,942.1447143554688,1057.2965087890625,1305.9979248046875,1741.4293212890625,2430.04248046875,2601.391357421875,2484.331787109375,2101.731689453125,2053.287353515625,2669.658447265625,2291.2880859375,2774.96728515625
1127.6297607421875,765.0447387695312,865.8895874023438,977.7384033203125,1397.1539306640625,1534.0699462890625,1571.6217041015625,1225.109619140625,1779.7879638671875,3224.942626953125,2236.40234375,1846.197509765625,967.1121826171875,930.1658325195312,756.3897094726562,331.1126708984375,1092.0985107421875,398.97003173828125,381.3861389160156,467.9864196777344,1302.52099609375,1183.67529296875,1588.898193359375,1452.01171875,1831.427978515625,2410.97705078125,2388.9638671875,2023.769287109375,2567.712646484375,2822.833984375
717.1710815429688,544.7257690429688,352.36529541015625,760.073486328125,717.4622802734375,996.8110961914062,938.37255859375,609.1401977539062,981.7463989257812,1349.0904541015625,2760.014404296875,3065.829345703125,2494.998046875,1883.7244873046875,1140.596923828125,1039.196044921875,764.6271362304688,315.2075500488281,821.3269653320312,815.2705688476562,696.7423095703125,1503.8077392578125,1474.6124267578125,1313.3349609375,1357.3304443359375,1826.2239990234375,2184.956298828125,2024.6868896484375,2187.466064453125,1927.3243408203125
254.8660125732422,180.35604858398438,500.1807861328125,243.58151245117188,254.85133361816406,1130.50732421875,460.7893981933594,367.12579345703125,767.9756469726562,1018.45361328125,2195.34814453125,3003.081787109375,1902.953125,1570.591064453125,1313.05078125,1074.4571533203125,1335.9605712890625,339.42132568359375,901.9856567382812,857.9862060546875,867.016845703125,455.4069519042969,1284.8883056640625,1185.9376220703125,1453.248779296875,1823.8192138671875,2194.156494140625,1859.64892578125,2168.437744140625,2474.0400390625
510.6526794433594,582.7863159179688,264.7026062011719,350.7552185058594,316.56646728515625,226.09356689453125,669.9520263671875,365.67864990234375,274.5747375488281,458.2796630859375,1888.4730224609375,3079.417724609375,1645.1109619140625,1702.25927734375,990.9661865234375,1206.6365966796875,1132.318603515625,722.6160888671875,599.0443725585938,775.5057983398438,879.7804565429688,1225.894287109375,1097.04248046875,1034.3961181640625,1012.5585327148438,1528.5877685546875,1786.30126953125,1566.6826171875,1360.82177734375,1458.425537109375
551.0391235351562,457.2184143066406,452.0520324707031,448.0565185546875,297.3347473144531,457.4046630859375,98.28467559814453,1025.5867919921875,356.8908996582031,130.08258056640625,359.4584045410156,1666.5391845703125,2151.77783203125,1461.971923828125,1175.76318359375,1454.6796875,597.6168212890625,507.61419677734375,718.2628784179688,552.9962158203125,694.2522583007812,1213.9210205078125,1362.8748779296875,1715.221923828125,1220.8780517578125,714.6671142578125,1458.736328125,937.9537353515625,1272.07373046875,1616.9193115234375
1002.1187744140625,1271.5888671875,541.4070434570312,430.5740051269531,-86.26052856445312,335.938232421875,316.7891540527344,705.5018310546875,1760.5091552734375,982.3754272460938,830.5697631835938,1789.0020751953125,1403.7705078125,1679.4036865234375,1224.1705322265625,1068.103759765625,635.525146484375,697.4002685546875,1082.6483154296875,594.8018798828125,1215.4031982421875,1391.5927734375,1460.564697265625,1173.9622802734375,931.4794311523438,713.4368896484375,800.6223754882812,629.0364379882812,1398.072021484375,1326.5228271484375
871.1427612304688,660.5977172851562,795.7483520507812,718.0660400390625,801.573974609375,460.8776550292969,678.7423706054688,838.169921875,1975.4654541015625,964.319091796875,630.2409057617188,1109.1583251953125,1598.5069580078125,2305.6513671875,967.7721557617188,823.4070434570312,345.24658203125,798.93359375,351.00958251953125,1174.0770263671875,1411.48291015625,1024.4658203125,974.76904296875,1194.62646484375,1015.1873779296875,533.0841674804688,844.5679321289062,326.5177307128906,908.8657836914062,985.0294189453125
939.86376953125,359.4071960449219,334.97271728515625,349.0406494140625,327.9111022949219,343.23590087890625,734.2620849609375,771.505615234375,1067.4970703125,986.4837036132812,912.3194580078125,1350.313720703125,773.768798828125,2186.320556640625,1359.073974609375,409.2958068847656,1225.2755126953125,1343.3282470703125,1030.08935546875,506.90313720703125,1057.7777099609375,518.6771240234375,793.43359375,815.5750732421875,888.419189453125,759.047119140625,488.5945129394531,364.9673767089844,679.800537109375,728.609375
1094.9752197265625,868.1045532226562,613.352783203125,388.1525573730469,604.4910888671875,363.4012451171875,328.0026550292969,1307.709716796875,1152.700439453125,1963.203857421875,1222.125,1369.164794921875,762.090087890625,1013.8348388671875,1092.705322265625,1207.31005859375,1079.67431640625,1574.422119140625,563.2235717773438,730.6719970703125,1096.8919677734375,1223.8721923828125,1033.63427734375,440.21697998046875,465.6042175292969,568.3961181640625,139.51779174804688,327.5050964355469,652.7068481445312,990.2037963867188
1812.5238037109375,1364.768798828125,662.9375,642.1123657226562,577.1062622070312,729.2369384765625,1026.418701171875,656.9269409179688,44.60487747192383,463.9218444824219,2588.1240234375,1162.354248046875,1286.6956787109375,2460.33154296875,1918.5439453125,2197.8798828125,2577.62060546875,1371.1719970703125,1170.4212646484375,739.1851806640625,1014.4918212890625,583.5905151367188,727.976318359375,676.3322143554688,665.20361328125,597.3168334960938,965.9654541015625,1012.1126708984375,1105.222412109375,895.1550903320312
3985.641845703125,4145.2529296875,4495.470703125,4467.40185546875,3852.923828125,3478.6611328125,2964.84814453125,3045.156494140625,3987.46337890625,4318.30615234375,2939.04052734375,3381.025146484375,2085.52880859375,3132.2109375,5466.67138671875,4661.38818359375,5685.1318359375,3610.764404296875,1291.2960205078125,574.3536987304688,588.243408203125,744.092041015625,438.88623046875,721.3622436523438,1516.4031982421875,1211.507080078125,1506.1153564453125,1880.800048828125,2534.364501953125,1619.8193359375
4726.35302734375,6213.50830078125,5518.96044921875,4621.45166015625,3743.835693359375,2194.430419921875,1827.470458984375,1724.0303955078125,1076.193359375,1176.2255859375,1755.2203369140625,2283.556640625,5592.31494140625,3469.052001953125,4156.98388671875,3443.384765625,3682.46142578125,2727.53076171875,3047.244140625,3162.7080078125,3651.643798828125,3947.475341796875,3130.634033203125,4227.98193359375,3210.922607421875,3176.99755859375,3586.5322265625,2859.8818359375,4062.142578125,3083.7080078125
6387.49169921875,6009.88720703125,7044.7138671875,7368.44482421875,5230.74755859375,5110.39697265625,3301.46826171875,2438.00537109375,2139.273681640625,2112.609375,4315.10986328125,3092.483642578125,2695.135986328125,2767.512939453125,2216.306640625,4431.9814453125,7351.15087890625,2920.650634765625,2169.42041015625,2706.40673828125,2214.122314453125,2093.529052734375,1519.2938232421875,1552.5849609375,2970.5537109375,3688.098876953125,4323.6171875,4983.16552734375,4406.3251953125,5126.375
7905.951171875,6640.5224609375,6930.560546875,5234.099609375,3939.751220703125,5415.5517578125,4906.638671875,3072.333984375,2739.3671875,1667.9307861328125,2063.072509765625,3003.9306640625,3439.986572265625,2967.287841796875,3246.6689453125,6408.181640625,6202.28857421875,5204.560546875,3060.39013671875,2630.1279296875,3348.980224609375,2395.849609375,1838.6287841796875,1799.188232421875,1973.1141357421875,2193.07373046875,2661.388916015625,2684.39111328125,3639.173583984375,4087.529296875
